PNODE_ID,AS_ID,RES_TYPE,RES_ID,BUS_ID,FNMVERSION,RELEASE_DATE,GROUP,Lat,Long,Unnamed: 10,LINK
STREAMVW_6_N001,AS_SP26,LOAD,STRMVW_6_LD30,22800_STREAMVW_69.0_LD30,22M7_DB114,2022-07-28 0:00:00,4778,32.745635,-117.078586,,http://oasis.caiso.com/oasisapi/SingleZip?resultformat=6&queryname=PRC_RTPD_LMP&version=3&startdatetime=20220901T07:00-0000&enddatetime=20220905T07:00-0000&market_run_id=RTPD&node=STREAMVW_6_N001
STREAMVW_6_N007,AS_SP15,LOAD,STRMVW_6_LD31,22800_STREAMVW_69.0_LD31,22M7_DB114,2022-07-28 0:00:00,4779,32.745617,-117.078773,,http://oasis.caiso.com/oasisapi/SingleZip?resultformat=6&queryname=PRC_RTPD_LMP&version=3&startdatetime=20220901T07:00-0000&enddatetime=20220905T07:00-0000&market_run_id=RTPD&node=STREAMVW_6_N007
F_6_N005,AS_SP15,LOAD,STA F_6_LD30,22276_F  _69.0_LD30,22M7_DB114,2022-07-28 0:00:00,4723,32.754844,-117.126147,,http://oasis.caiso.com/oasisapi/SingleZip?resultformat=6&queryname=PRC_RTPD_LMP&version=3&startdatetime=20220901T07:00-0000&enddatetime=20220905T07:00-0000&market_run_id=RTPD&node=F_6_N005
F_6_N002,AS_SP15,LOAD,STA F_6_LD31,22276_F  _69.0_LD31,22M7_DB114,2022-07-28 0:00:00,4724,32.754857,-117.125858,,http://oasis.caiso.com/oasisapi/SingleZip?resultformat=6&queryname=PRC_RTPD_LMP&version=3&startdatetime=20220901T07:00-0000&enddatetime=20220905T07:00-0000&market_run_id=RTPD&node=F_6_N002
F_6_N001,AS_SP26,LOAD,STA F_6_LD32,22276_F  _69.0_LD32,22M7_DB114,2022-07-28 0:00:00,4725,32.754938,-117.1260094,,http://oasis.caiso.com/oasisapi/SingleZip?resultformat=6&queryname=PRC_RTPD_LMP&version=3&startdatetime=20220901T07:00-0000&enddatetime=20220905T07:00-0000&market_run_id=RTPD&node=F_6_N001
FRIARS_1_N001,AS_SP26,LOAD,FRIARS_1_LD41,22300_FRIARS _138_LD41,22M7_DB114,2022-07-28 0:00:00,1392,32.77902766,-117.1565874,,http://oasis.caiso.com/oasisapi/SingleZip?resultformat=6&queryname=PRC_RTPD_LMP&version=3&startdatetime=20220901T07:00-0000&enddatetime=20220905T07:00-0000&market_run_id=RTPD&node=FRIARS_1_N001
FRIARS_1_N009,AS_SP26,LOAD,FRIARS_1_LD42,22300_FRIARS _138_LD40,22M7_DB114,2022-07-28 0:00:00,1393,32.7790565,-117.1570895,,http://oasis.caiso.com/oasisapi/SingleZip?resultformat=6&queryname=PRC_RTPD_LMP&version=3&startdatetime=20220901T07:00-0000&enddatetime=20220905T07:00-0000&market_run_id=RTPD&node=FRIARS_1_N009
MISSON_1_N015,AS_NP15,GEN,MISSIX_1_QF,33201_MISSIX _12.0_GUQF,22M7_DB114,2022-07-28 0:00:00,2405,32.78435969,-117.137503,,http://oasis.caiso.com/oasisapi/SingleZip?resultformat=6&queryname=PRC_RTPD_LMP&version=3&startdatetime=20220901T07:00-0000&enddatetime=20220905T07:00-0000&market_run_id=RTPD&node=MISSON_1_N015
MISSION_6_N049,AS_SP26,LOAD,MSSION_6_LD30,22496_MISSION _69.0_LD30,22M7_DB114,2022-07-28 0:00:00,2540,32.78418655,-117.1377148,,http://oasis.caiso.com/oasisapi/SingleZip?resultformat=6&queryname=PRC_RTPD_LMP&version=3&startdatetime=20220901T07:00-0000&enddatetime=20220905T07:00-0000&market_run_id=RTPD&node=MISSION_6_N049
MISSION_6_N031,AS_SP15,LOAD,MSSION_6_LD31,22496_MISSION _69.0_LD31,22M7_DB114,2022-07-28 0:00:00,2541,32.78414523,-117.13761,,http://oasis.caiso.com/oasisapi/SingleZip?resultformat=6&queryname=PRC_RTPD_LMP&version=3&startdatetime=20220901T07:00-0000&enddatetime=20220905T07:00-0000&market_run_id=RTPD&node=MISSION_6_N031
MISSION_6_N001,AS_SP15,LOAD,MSSION_6_LD32,22496_MISSION _69.0_LD32,22M7_DB114,2022-07-28 0:00:00,2542,32.78404045,-117.1373315,,http://oasis.caiso.com/oasisapi/SingleZip?resultformat=6&queryname=PRC_RTPD_LMP&version=3&startdatetime=20220901T07:00-0000&enddatetime=20220905T07:00-0000&market_run_id=RTPD&node=MISSION_6_N001
MISSION_6_N040,AS_SP26,LOAD,MSSION_6_LD33,22496_MISSION _69.0_LD33,22M7_DB114,2022-07-28 0:00:00,2543,32.78433806,-117.1372528,,http://oasis.caiso.com/oasisapi/SingleZip?resultformat=6&queryname=PRC_RTPD_LMP&version=3&startdatetime=20220901T07:00-0000&enddatetime=20220905T07:00-0000&market_run_id=RTPD&node=MISSION_6_N040
LAJOLLA_6_N007,AS_SP15,LOAD,LJOLLA_6_LD30,22392_LA JOLLA_69.0_LD30,22M7_DB114,2022-07-28 0:00:00,2144,32.84016059,-117.2754012,,http://oasis.caiso.com/oasisapi/SingleZip?resultformat=6&queryname=PRC_RTPD_LMP&version=3&startdatetime=20220901T07:00-0000&enddatetime=20220905T07:00-0000&market_run_id=RTPD&node=LAJOLLA_6_N007
LAJOLLA_6_N001,AS_SP15,LOAD,LJOLLA_6_LD31,22392_LA JOLLA_69.0_LD31,22M7_DB114,2022-07-28 0:00:00,2145,32.84013291,-117.2752118,,http://oasis.caiso.com/oasisapi/SingleZip?resultformat=6&queryname=PRC_RTPD_LMP&version=3&startdatetime=20220901T07:00-0000&enddatetime=20220905T07:00-0000&market_run_id=RTPD&node=LAJOLLA_6_N001
ROSECYN_6_N001,AS_SP15,LOAD,RSECYN_6_LD31,22696_ROSE CYN_69.0_LD30,22M7_DB114,2022-07-28 0:00:00,3826,32.84472138,-117.2370599,,http://oasis.caiso.com/oasisapi/SingleZip?resultformat=6&queryname=PRC_RTPD_LMP&version=3&startdatetime=20220901T07:00-0000&enddatetime=20220905T07:00-0000&market_run_id=RTPD&node=ROSECYN_6_N001
ROSECYN_6_N017,AS_SP26,LOAD,RSECYN_6_LD32,22696_ROSE CYN_69.0_LD32,22M7_DB114,2022-07-28 0:00:00,3827,32.84448219,-117.2369216,,http://oasis.caiso.com/oasisapi/SingleZip?resultformat=6&queryname=PRC_RTPD_LMP&version=3&startdatetime=20220901T07:00-0000&enddatetime=20220905T07:00-0000&market_run_id=RTPD&node=ROSECYN_6_N017
ROSE_6_N001,AS_NP26,LOAD,ROSE_6_LD-ROSE,34940_ROSE _70.0_LD1,22M7_DB114,2022-07-28 0:00:00,3819,32.84446499,-117.2373205,,http://oasis.caiso.com/oasisapi/SingleZip?resultformat=6&queryname=PRC_RTPD_LMP&version=3&startdatetime=20220901T07:00-0000&enddatetime=20220905T07:00-0000&market_run_id=RTPD&node=ROSE_6_N001
CLARMNT_1_N001,AS_NP26,LOAD,CLRMTK_1_LD2,32780_CLARMNT _115_LD2,22M7_DB114,2022-07-28 0:00:00,697,32.8258041,-117.1840714,,http://oasis.caiso.com/oasisapi/SingleZip?resultformat=6&queryname=PRC_RTPD_LMP&version=3&startdatetime=20220901T07:00-0000&enddatetime=20220905T07:00-0000&market_run_id=RTPD&node=CLARMNT_1_N001
CLARMNT_1_N028,AS_NP15,GEN,CLRMTK_1_QF,32780_CLARMNT _115_GUM1,22M7_DB114,2022-07-28 0:00:00,698,32.82594682,-117.1841199,,http://oasis.caiso.com/oasisapi/SingleZip?resultformat=6&queryname=PRC_RTPD_LMP&version=3&startdatetime=20220901T07:00-0000&enddatetime=20220905T07:00-0000&market_run_id=RTPD&node=CLARMNT_1_N028
CLAIRMNT_6_N008,AS_SP15,LOAD,CLRMNT_6_LD30,22136_CLAIRMNT_69.0_LD30,22M7_DB114,2022-07-28 0:00:00,695,32.82596287,-117.1838264,,http://oasis.caiso.com/oasisapi/SingleZip?resultformat=6&queryname=PRC_RTPD_LMP&version=3&startdatetime=20220901T07:00-0000&enddatetime=20220905T07:00-0000&market_run_id=RTPD&node=CLAIRMNT_6_N008
CLAIRMNT_6_N001,AS_SP26,LOAD,CLRMNT_6_LD31,22136_CLAIRMNT_69.0_LD31,22M7_DB114,2022-07-28 0:00:00,696,32.82598542,-117.1838936,,http://oasis.caiso.com/oasisapi/SingleZip?resultformat=6&queryname=PRC_RTPD_LMP&version=3&startdatetime=20220901T07:00-0000&enddatetime=20220905T07:00-0000&market_run_id=RTPD&node=CLAIRMNT_6_N001
MESAHGTS_6_N007,AS_SP26,LOAD,MSHGTS_6_LD31,22448_MESAHGTS_69.0_LD31,22M7_DB114,2022-07-28 0:00:00,2524,32.82945648,-117.1571298,,http://oasis.caiso.com/oasisapi/SingleZip?resultformat=6&queryname=PRC_RTPD_LMP&version=3&startdatetime=20220901T07:00-0000&enddatetime=20220905T07:00-0000&market_run_id=RTPD&node=MESAHGTS_6_N007
MESAHGTS_6_N001,AS_SP26,LOAD,MSHGTS_6_LD32,22448_MESAHGTS_69.0_LD32,22M7_DB114,2022-07-28 0:00:00,2525,32.82973419,-117.1572994,,http://oasis.caiso.com/oasisapi/SingleZip?resultformat=6&queryname=PRC_RTPD_LMP&version=3&startdatetime=20220901T07:00-0000&enddatetime=20220905T07:00-0000&market_run_id=RTPD&node=MESAHGTS_6_N001
MESAHGTS_6_N011,AS_SP15,GEN,MSHGTS_6_MMARLF,22448_MESAHGTS_69.0_GUM1,22M7_DB114,2022-07-28 0:00:00,2527,32.82946573,-117.1573847,,http://oasis.caiso.com/oasisapi/SingleZip?resultformat=6&queryname=PRC_RTPD_LMP&version=3&startdatetime=20220901T07:00-0000&enddatetime=20220905T07:00-0000&market_run_id=RTPD&node=MESAHGTS_6_N011
KYOCERA_6_N001,AS_SP26,LOAD,KYCORA_6_LD30,22384_KYOCERA _69.0_LD30,22M7_DB114,2022-07-28 0:00:00,1984,32.81979613,-117.1403579,,http://oasis.caiso.com/oasisapi/SingleZip?resultformat=6&queryname=PRC_RTPD_LMP&version=3&startdatetime=20220901T07:00-0000&enddatetime=20220905T07:00-0000&market_run_id=RTPD&node=KYOCERA_6_N001
KEARNEY_7_N001,AS_SP26,LOAD,KEARNY_7_LD1,22377_KEARNEY _12.5_LD1,22M7_DB114,2022-07-28 0:00:00,1901,32.8330923,-117.134238,,http://oasis.caiso.com/oasisapi/SingleZip?resultformat=6&queryname=PRC_RTPD_LMP&version=3&startdatetime=20220901T07:00-0000&enddatetime=20220905T07:00-0000&market_run_id=RTPD&node=KEARNEY_7_N001
KEARNEY_7_N003,AS_SP26,LOAD,KEARNY_7_LD2,22377_KEARNEY _12.5_LD2,22M7_DB114,2022-07-28 0:00:00,1902,32.83307827,-117.1337435,,http://oasis.caiso.com/oasisapi/SingleZip?resultformat=6&queryname=PRC_RTPD_LMP&version=3&startdatetime=20220901T07:00-0000&enddatetime=20220905T07:00-0000&market_run_id=RTPD&node=KEARNEY_7_N003
ELLIOTT_6_N004,AS_SP15,LOAD,ELLIOT_6_LD31,22216_ELLIOTT _69.0_LD31,22M7_DB114,2022-07-28 0:00:00,1229,32.81585711,-117.0887154,,http://oasis.caiso.com/oasisapi/SingleZip?resultformat=6&queryname=PRC_RTPD_LMP&version=3&startdatetime=20220901T07:00-0000&enddatetime=20220905T07:00-0000&market_run_id=RTPD&node=ELLIOTT_6_N004
ELLIOTT_6_N001,AS_SP26,LOAD,ELLIOT_6_LD32,22216_ELLIOTT _69.0_LD32,22M7_DB114,2022-07-28 0:00:00,1230,32.8159007,-117.0882917,,http://oasis.caiso.com/oasisapi/SingleZip?resultformat=6&queryname=PRC_RTPD_LMP&version=3&startdatetime=20220901T07:00-0000&enddatetime=20220905T07:00-0000&market_run_id=RTPD&node=ELLIOTT_6_N001
MURRAY_6_N015,AS_SP26,LOAD,MURRAY_6_LD30,22531_MURRAYGN_12.5_LD30,22M7_DB114,2022-07-28 0:00:00,2562,32.79097003,-117.0233255,,http://oasis.caiso.com/oasisapi/SingleZip?resultformat=6&queryname=PRC_RTPD_LMP&version=3&startdatetime=20220901T07:00-0000&enddatetime=20220905T07:00-0000&market_run_id=RTPD&node=MURRAY_6_N015
MURRAY_6_N001,AS_SP15,LOAD,MURRAY_6_LD31,22531_MURRAYGN_12.5_LD31,22M7_DB114,2022-07-28 0:00:00,2563,32.79093801,-117.022863,,http://oasis.caiso.com/oasisapi/SingleZip?resultformat=6&queryname=PRC_RTPD_LMP&version=3&startdatetime=20220901T07:00-0000&enddatetime=20220905T07:00-0000&market_run_id=RTPD&node=MURRAY_6_N001
MURRAY_6_N005,AS_SP15,LOAD,MURRAY_6_LD32,22531_MURRAYGN_12.5_LD32,22M7_DB114,2022-07-28 0:00:00,2564,32.79065871,-117.0233438,,http://oasis.caiso.com/oasisapi/SingleZip?resultformat=6&queryname=PRC_RTPD_LMP&version=3&startdatetime=20220901T07:00-0000&enddatetime=20220905T07:00-0000&market_run_id=RTPD&node=MURRAY_6_N005
MURRAY_6_N004,AS_SP15,LOAD,MURRAY_6_LD33,22531_MURRAYGN_12.5_LD33,22M7_DB114,2022-07-28 0:00:00,2565,32.79064288,-117.022836,,http://oasis.caiso.com/oasisapi/SingleZip?resultformat=6&queryname=PRC_RTPD_LMP&version=3&startdatetime=20220901T07:00-0000&enddatetime=20220905T07:00-0000&market_run_id=RTPD&node=MURRAY_6_N004
GARFIELD_6_N001,AS_SP26,LOAD,GARFLD_6_LD30,22306_GARFIELD_69.0_LD1,22M7_DB114,2022-07-28 0:00:00,1438,32.79529519,-116.9968197,,http://oasis.caiso.com/oasisapi/SingleZip?resultformat=6&queryname=PRC_RTPD_LMP&version=3&startdatetime=20220901T07:00-0000&enddatetime=20220905T07:00-0000&market_run_id=RTPD&node=GARFIELD_6_N001
CPELCAJN_7_B1,AS_SP15,GEN,ELCAJN_6_UNITA1,22150_CPELCAJN_13.8_GU1,22M7_DB114,2022-07-28 0:00:00,1189,32.79556891,-116.9723925,,http://oasis.caiso.com/oasisapi/SingleZip?resultformat=6&queryname=PRC_RTPD_LMP&version=3&startdatetime=20220901T07:00-0000&enddatetime=20220905T07:00-0000&market_run_id=RTPD&node=CPELCAJN_7_B1
ELCAJNGT_7_N001,AS_SP15,LOAD,ELCAJN_7_LD1,22212_ELCAJNGT_12.5_LD30,22M7_DB114,2022-07-28 0:00:00,1192,32.79559262,-116.972107,,http://oasis.caiso.com/oasisapi/SingleZip?resultformat=6&queryname=PRC_RTPD_LMP&version=3&startdatetime=20220901T07:00-0000&enddatetime=20220905T07:00-0000&market_run_id=RTPD&node=ELCAJNGT_7_N001
ELCAJNGT_7_N004,AS_SP26,LOAD,ELCAJN_7_LD2,22212_ELCAJNGT_12.5_LD32,22M7_DB114,2022-07-28 0:00:00,1193,32.79527039,-116.9727367,,http://oasis.caiso.com/oasisapi/SingleZip?resultformat=6&queryname=PRC_RTPD_LMP&version=3&startdatetime=20220901T07:00-0000&enddatetime=20220905T07:00-0000&market_run_id=RTPD&node=ELCAJNGT_7_N004
ELCAJNEG_7_GN001,AS_SP26,GEN,ELCAJN_6_LM6K,22434_ELCAJNEG_13.8_GU1,22M7_DB114,2022-07-28 0:00:00,1187,32.79709155,-116.9716033,,http://oasis.caiso.com/oasisapi/SingleZip?resultformat=6&queryname=PRC_RTPD_LMP&version=3&startdatetime=20220901T07:00-0000&enddatetime=20220905T07:00-0000&market_run_id=RTPD&node=ELCAJNEG_7_GN001
GRNTHLL_1_N001,AS_SP26,LOAD,GRNTHL_1_LD41,22865_GRNT HLL_138_LD1,22M7_DB114,2022-07-28 0:00:00,1577,32.804527,-116.921093,,http://oasis.caiso.com/oasisapi/SingleZip?resultformat=6&queryname=PRC_RTPD_LMP&version=3&startdatetime=20220901T07:00-0000&enddatetime=20220905T07:00-0000&market_run_id=RTPD&node=GRNTHLL_1_N001
GRANITE_6_N007,AS_SP15,LOAD,GRNITE_6_LD30,22336_GRANITE _69.0_LD30,22M7_DB114,2022-07-28 0:00:00,1567,32.80449369,-116.9208552,,http://oasis.caiso.com/oasisapi/SingleZip?resultformat=6&queryname=PRC_RTPD_LMP&version=3&startdatetime=20220901T07:00-0000&enddatetime=20220905T07:00-0000&market_run_id=RTPD&node=GRANITE_6_N007
GRANITE_6_N008,AS_SP15,LOAD,GRNITE_6_LD31,22336_GRANITE _69.0_LD31,22M7_DB114,2022-07-28 0:00:00,1568,32.80433537,-116.9211823,,http://oasis.caiso.com/oasisapi/SingleZip?resultformat=6&queryname=PRC_RTPD_LMP&version=3&startdatetime=20220901T07:00-0000&enddatetime=20220905T07:00-0000&market_run_id=RTPD&node=GRANITE_6_N008
GRANITE_6_N009,AS_SP15,LOAD,GRNITE_6_LD32,22336_GRANITE _69.0_LD32,22M7_DB114,2022-07-28 0:00:00,1569,32.80431246,-116.920932,,http://oasis.caiso.com/oasisapi/SingleZip?resultformat=6&queryname=PRC_RTPD_LMP&version=3&startdatetime=20220901T07:00-0000&enddatetime=20220905T07:00-0000&market_run_id=RTPD&node=GRANITE_6_N009
GRANITE_6_N001,AS_SP15,LOAD,GRNITE_6_LD33,22336_GRANITE _69.0_LD33,22M7_DB114,2022-07-28 0:00:00,1570,32.80421166,-116.9206326,,http://oasis.caiso.com/oasisapi/SingleZip?resultformat=6&queryname=PRC_RTPD_LMP&version=3&startdatetime=20220901T07:00-0000&enddatetime=20220905T07:00-0000&market_run_id=RTPD&node=GRANITE_6_N001
LOVELAND_6_N001,AS_SP26,LOAD,LVLAND_6_LD30,22416_LOVELAND_69.0_LD1,22M7_DB114,2022-07-28 0:00:00,2227,32.79704299,-116.7921812,,http://oasis.caiso.com/oasisapi/SingleZip?resultformat=6&queryname=PRC_RTPD_LMP&version=3&startdatetime=20220901T07:00-0000&enddatetime=20220905T07:00-0000&market_run_id=RTPD&node=LOVELAND_6_N001
ALPINE_6_N005,AS_SP26,LOAD,ALPINE_6_LD30,22004_ALPINE _69.0_LD30,22M7_DB114,2022-07-28 0:00:00,64,32.82775303,-116.7901154,,http://oasis.caiso.com/oasisapi/SingleZip?resultformat=6&queryname=PRC_RTPD_LMP&version=3&startdatetime=20220901T07:00-0000&enddatetime=20220905T07:00-0000&market_run_id=RTPD&node=ALPINE_6_N005
ALPINE_6_N001,AS_SP26,LOAD,ALPINE_6_LD32,22004_ALPINE _69.0_LD32,22M7_DB114,2022-07-28 0:00:00,65,32.82779814,-116.789691,,http://oasis.caiso.com/oasisapi/SingleZip?resultformat=6&queryname=PRC_RTPD_LMP&version=3&startdatetime=20220901T07:00-0000&enddatetime=20220905T07:00-0000&market_run_id=RTPD&node=ALPINE_6_N001
CARLTNHS_1_N012,AS_SP15,GEN,CHILLS_1_SYCLFL,22120_CARLTNHS_138_GUM1,22M7_DB114,2022-07-28 0:00:00,641,32.85510461,-117.0121821,,http://oasis.caiso.com/oasisapi/SingleZip?resultformat=6&queryname=PRC_RTPD_LMP&version=3&startdatetime=20220901T07:00-0000&enddatetime=20220905T07:00-0000&market_run_id=RTPD&node=CARLTNHS_1_N012
CARLTNHS_1_N011,AS_SP26,GEN,CHILLS_7_UNITA1,22120_CARLTNHS_138_GUM2,22M7_DB114,2022-07-28 0:00:00,642,32.85511818,-117.0117526,,http://oasis.caiso.com/oasisapi/SingleZip?resultformat=6&queryname=PRC_RTPD_LMP&version=3&startdatetime=20220901T07:00-0000&enddatetime=20220905T07:00-0000&market_run_id=RTPD&node=CARLTNHS_1_N011
CARLTNHS_1_N004,AS_SP15,LOAD,CHILLS_1_LD41,22120_CARLTNHS_138_LD41,22M7_DB114,2022-07-28 0:00:00,638,32.85476522,-117.0122039,,http://oasis.caiso.com/oasisapi/SingleZip?resultformat=6&queryname=PRC_RTPD_LMP&version=3&startdatetime=20220901T07:00-0000&enddatetime=20220905T07:00-0000&market_run_id=RTPD&node=CARLTNHS_1_N004
CARLTNHS_1_N001,AS_SP26,LOAD,CHILLS_1_LD43,22120_CARLTNHS_138_LD43,22M7_DB114,2022-07-28 0:00:00,639,32.85475841,-117.0117773,,http://oasis.caiso.com/oasisapi/SingleZip?resultformat=6&queryname=PRC_RTPD_LMP&version=3&startdatetime=20220901T07:00-0000&enddatetime=20220905T07:00-0000&market_run_id=RTPD&node=CARLTNHS_1_N001
SANTEE_1_N001,AS_SP15,LOAD,SANTEE_1_LD40,22734_SANTEE _138_LD40,22M7_DB114,2022-07-28 0:00:00,3936,32.85465824,-116.9684018,,http://oasis.caiso.com/oasisapi/SingleZip?resultformat=6&queryname=PRC_RTPD_LMP&version=3&startdatetime=20220901T07:00-0000&enddatetime=20220905T07:00-0000&market_run_id=RTPD&node=SANTEE_1_N001
SANTEE_1_N003,AS_SP15,LOAD,SANTEE_1_LD41,22734_SANTEE _138_LD41,22M7_DB114,2022-07-28 0:00:00,3937,32.85438702,-116.9686258,,http://oasis.caiso.com/oasisapi/SingleZip?resultformat=6&queryname=PRC_RTPD_LMP&version=3&startdatetime=20220901T07:00-0000&enddatetime=20220905T07:00-0000&market_run_id=RTPD&node=SANTEE_1_N003
SANTEE_1_N004,AS_SP15,LOAD,SANTEE_1_LD43,22734_SANTEE _138_LD43,22M7_DB114,2022-07-28 0:00:00,3938,32.85436745,-116.9681577,,http://oasis.caiso.com/oasisapi/SingleZip?resultformat=6&queryname=PRC_RTPD_LMP&version=3&startdatetime=20220901T07:00-0000&enddatetime=20220905T07:00-0000&market_run_id=RTPD&node=SANTEE_1_N004
TOREYPNS_6_N008,AS_SP15,LOAD,TORYPN_6_LD30,22856_TOREYPNS_69.0_LD30,22M7_DB114,2022-07-28 0:00:00,4928,32.89881529,-117.2401838,,http://oasis.caiso.com/oasisapi/SingleZip?resultformat=6&queryname=PRC_RTPD_LMP&version=3&startdatetime=20220901T07:00-0000&enddatetime=20220905T07:00-0000&market_run_id=RTPD&node=TOREYPNS_6_N008
TOREYPNS_6_N007,AS_SP26,LOAD,TORYPN_6_LD31,22856_TOREYPNS_69.0_LD31,22M7_DB114,2022-07-28 0:00:00,4929,32.89884223,-117.2398285,,http://oasis.caiso.com/oasisapi/SingleZip?resultformat=6&queryname=PRC_RTPD_LMP&version=3&startdatetime=20220901T07:00-0000&enddatetime=20220905T07:00-0000&market_run_id=RTPD&node=TOREYPNS_6_N007
TOREYPNS_6_N009,AS_SP15,LOAD,TORYPN_6_LD32,22856_TOREYPNS_69.0_LD32,22M7_DB114,2022-07-28 0:00:00,4930,32.89853011,-117.2402412,,http://oasis.caiso.com/oasisapi/SingleZip?resultformat=6&queryname=PRC_RTPD_LMP&version=3&startdatetime=20220901T07:00-0000&enddatetime=20220905T07:00-0000&market_run_id=RTPD&node=TOREYPNS_6_N009
TOREYPNS_6_N001,AS_SP15,LOAD,TORYPN_6_LD33,22856_TOREYPNS_69.0_LD33,22M7_DB114,2022-07-28 0:00:00,4931,32.89860207,-117.2398137,,http://oasis.caiso.com/oasisapi/SingleZip?resultformat=6&queryname=PRC_RTPD_LMP&version=3&startdatetime=20220901T07:00-0000&enddatetime=20220905T07:00-0000&market_run_id=RTPD&node=TOREYPNS_6_N001
DUNHILL_6_N001,AS_SP26,LOAD,DUNHIL_6_LD1,22196_DUNHILL _69.0_LD1,22M7_DB114,2022-07-28 0:00:00,1111,32.9015157,-117.2300009,,http://oasis.caiso.com/oasisapi/SingleZip?resultformat=6&queryname=PRC_RTPD_LMP&version=3&startdatetime=20220901T07:00-0000&enddatetime=20220905T07:00-0000&market_run_id=RTPD&node=DUNHILL_6_N001
UCM_6_N002,AS_SP26,LOAD,UCMTG_6_LD30,22864_UCM  _69.0_LD30,22M7_DB114,2022-07-28 0:00:00,4989,32.88373691,-117.2225007,,http://oasis.caiso.com/oasisapi/SingleZip?resultformat=6&queryname=PRC_RTPD_LMP&version=3&startdatetime=20220901T07:00-0000&enddatetime=20220905T07:00-0000&market_run_id=RTPD&node=UCM_6_N002
UCM_6_N006,AS_SP15,LOAD,UCMTG_6_LD31,22864_UCM  _69.0_LD31,22M7_DB114,2022-07-28 0:00:00,4990,32.88347002,-117.2227024,,http://oasis.caiso.com/oasisapi/SingleZip?resultformat=6&queryname=PRC_RTPD_LMP&version=3&startdatetime=20220901T07:00-0000&enddatetime=20220905T07:00-0000&market_run_id=RTPD&node=UCM_6_N006
UCM_6_N001,AS_SP26,LOAD,UCMTG_6_LD32,22864_UCM  _69.0_LD32,22M7_DB114,2022-07-28 0:00:00,4991,32.88344178,-117.2223885,,http://oasis.caiso.com/oasisapi/SingleZip?resultformat=6&queryname=PRC_RTPD_LMP&version=3&startdatetime=20220901T07:00-0000&enddatetime=20220905T07:00-0000&market_run_id=RTPD&node=UCM_6_N001
UCM_6_N110,AS_SP26,GEN,UCMTG_6_FCELL,22864_UCM  _69.0_GUM1,22M7_DB114,2022-07-28 0:00:00,4988,32.88217453,-117.223001,,http://oasis.caiso.com/oasisapi/SingleZip?resultformat=6&queryname=PRC_RTPD_LMP&version=3&startdatetime=20220901T07:00-0000&enddatetime=20220905T07:00-0000&market_run_id=RTPD&node=UCM_6_N110
GENESEE_6_N001,AS_SP26,LOAD,GENSSE_6_LD30,22316_GENESEE _69.0_LD30,22M7_DB114,2022-07-28 0:00:00,1482,32.87971154,-117.2137265,,http://oasis.caiso.com/oasisapi/SingleZip?resultformat=6&queryname=PRC_RTPD_LMP&version=3&startdatetime=20220901T07:00-0000&enddatetime=20220905T07:00-0000&market_run_id=RTPD&node=GENESEE_6_N001
GENESEE_6_N005,AS_SP15,LOAD,GENSSE_6_LD31,22316_GENESEE _69.0_LD31,22M7_DB114,2022-07-28 0:00:00,1483,32.87975696,-117.2134127,,http://oasis.caiso.com/oasisapi/SingleZip?resultformat=6&queryname=PRC_RTPD_LMP&version=3&startdatetime=20220901T07:00-0000&enddatetime=20220905T07:00-0000&market_run_id=RTPD&node=GENESEE_6_N005
