PNODE_ID,AS_ID,RES_TYPE,RES_ID,BUS_ID,FNMVERSION,RELEASE_DATE,GROUP,Lat,Long,Unnamed: 10,LINK
PLOALTO_1_N013,AS_NP26,LOAD,PALALT_1_LD1,38028_PLO ALTO_115_LD1,22M7_DB114,2022-07-28 0:00:00,2836,33.35582424,-117.1125309,,http://oasis.caiso.com/oasisapi/SingleZip?resultformat=6&queryname=PRC_RTPD_LMP&version=3&startdatetime=20220901T07:00-0000&enddatetime=20220905T07:00-0000&market_run_id=RTPD&node=PLOALTO_1_N013
PLOALTO_1_N001,AS_NP26,LOAD,PALALT_1_LD2,38028_PLO ALTO_115_LD2,22M7_DB114,2022-07-28 0:00:00,2837,33.35584386,-117.1125106,,http://oasis.caiso.com/oasisapi/SingleZip?resultformat=6&queryname=PRC_RTPD_LMP&version=3&startdatetime=20220901T07:00-0000&enddatetime=20220905T07:00-0000&market_run_id=RTPD&node=PLOALTO_1_N001
PLOALTO_1_N007,AS_NP26,LOAD,PALALT_1_LD3,38028_PLO ALTO_115_LD3,22M7_DB114,2022-07-28 0:00:00,2838,33.3557237,-117.1122209,,http://oasis.caiso.com/oasisapi/SingleZip?resultformat=6&queryname=PRC_RTPD_LMP&version=3&startdatetime=20220901T07:00-0000&enddatetime=20220905T07:00-0000&market_run_id=RTPD&node=PLOALTO_1_N007
PALA_6_N001,AS_SP15,LOAD,PALA_6_LD30,22624_PALA _69.0_LD1,22M7_DB114,2022-07-28 0:00:00,2840,33.35607115,-117.1123405,,http://oasis.caiso.com/oasisapi/SingleZip?resultformat=6&queryname=PRC_RTPD_LMP&version=3&startdatetime=20220901T07:00-0000&enddatetime=20220905T07:00-0000&market_run_id=RTPD&node=PALA_6_N001
LILAC_6_N010,AS_SP26,LOAD,LILIAC_6_LD31,22405_LILACGEN_12.5_LD31,22M7_DB114,2022-07-28 0:00:00,2121,33.25334054,-117.0859586,,http://oasis.caiso.com/oasisapi/SingleZip?resultformat=6&queryname=PRC_RTPD_LMP&version=3&startdatetime=20220901T07:00-0000&enddatetime=20220905T07:00-0000&market_run_id=RTPD&node=LILAC_6_N010
LILAC_6_N001,AS_SP26,LOAD,LILIAC_6_LD32,22405_LILACGEN_12.5_LD32,22M7_DB114,2022-07-28 0:00:00,2122,33.25332439,-117.0857127,,http://oasis.caiso.com/oasisapi/SingleZip?resultformat=6&queryname=PRC_RTPD_LMP&version=3&startdatetime=20220901T07:00-0000&enddatetime=20220905T07:00-0000&market_run_id=RTPD&node=LILAC_6_N001
PALOMAR_1_N013,AS_SP26,LOAD,PARPRT_1_LD40,22632_PALOMAR _138_LD40,22M7_DB114,2022-07-28 0:00:00,2865,33.12302948,-117.2878474,,http://oasis.caiso.com/oasisapi/SingleZip?resultformat=6&queryname=PRC_RTPD_LMP&version=3&startdatetime=20220901T07:00-0000&enddatetime=20220905T07:00-0000&market_run_id=RTPD&node=PALOMAR_1_N013
PALOMAR_1_N004,AS_SP15,LOAD,PARPRT_1_LD41,22632_PALOMAR _138_LD41,22M7_DB114,2022-07-28 0:00:00,2866,33.12302948,-117.2878474,,http://oasis.caiso.com/oasisapi/SingleZip?resultformat=6&queryname=PRC_RTPD_LMP&version=3&startdatetime=20220901T07:00-0000&enddatetime=20220905T07:00-0000&market_run_id=RTPD&node=PALOMAR_1_N004
PALOMAR_1_N001,AS_SP26,LOAD,PARPRT_1_LD42,22632_PALOMAR _138_LD42,22M7_DB114,2022-07-28 0:00:00,2867,33.12275563,-117.2876275,,http://oasis.caiso.com/oasisapi/SingleZip?resultformat=6&queryname=PRC_RTPD_LMP&version=3&startdatetime=20220901T07:00-0000&enddatetime=20220905T07:00-0000&market_run_id=RTPD&node=PALOMAR_1_N001
BATIQTOS_1_N001,AS_SP26,LOAD,BQUTOS_1_LD41,22048_BATIQTOS_138_LD41,22M7_DB114,2022-07-28 0:00:00,379,33.10131378,-117.2503983,,http://oasis.caiso.com/oasisapi/SingleZip?resultformat=6&queryname=PRC_RTPD_LMP&version=3&startdatetime=20220901T07:00-0000&enddatetime=20220905T07:00-0000&market_run_id=RTPD&node=BATIQTOS_1_N001
BATIQTOS_1_N015,AS_SP15,LOAD,BQUTOS_1_LD42,22048_BATIQTOS_138_LD42,22M7_DB114,2022-07-28 0:00:00,380,33.10107759,-117.2507205,,http://oasis.caiso.com/oasisapi/SingleZip?resultformat=6&queryname=PRC_RTPD_LMP&version=3&startdatetime=20220901T07:00-0000&enddatetime=20220905T07:00-0000&market_run_id=RTPD&node=BATIQTOS_1_N015
BATIQTOS_1_N008,AS_SP15,LOAD,BQUTOS_1_LD43,22048_BATIQTOS_138_LD43,22M7_DB114,2022-07-28 0:00:00,381,33.10108203,-117.2501996,,http://oasis.caiso.com/oasisapi/SingleZip?resultformat=6&queryname=PRC_RTPD_LMP&version=3&startdatetime=20220901T07:00-0000&enddatetime=20220905T07:00-0000&market_run_id=RTPD&node=BATIQTOS_1_N008
SHADOWR_1_N008,AS_SP26,LOAD,SHRDGE_1_LD40,22760_SHADOWR _138_LD40,22M7_DB114,2022-07-28 0:00:00,4535,33.14166179,-117.238825,,http://oasis.caiso.com/oasisapi/SingleZip?resultformat=6&queryname=PRC_RTPD_LMP&version=3&startdatetime=20220901T07:00-0000&enddatetime=20220905T07:00-0000&market_run_id=RTPD&node=SHADOWR_1_N008
SHADOWR_1_N006,AS_SP26,LOAD,SHRDGE_1_LD41,22760_SHADOWR _138_LD41,22M7_DB114,2022-07-28 0:00:00,4536,33.14140249,-117.2391186,,http://oasis.caiso.com/oasisapi/SingleZip?resultformat=6&queryname=PRC_RTPD_LMP&version=3&startdatetime=20220901T07:00-0000&enddatetime=20220905T07:00-0000&market_run_id=RTPD&node=SHADOWR_1_N006
SHADOWR_1_N001,AS_SP15,LOAD,SHRDGE_1_LD42,22760_SHADOWR _138_LD42,22M7_DB114,2022-07-28 0:00:00,4537,33.14137852,-117.2385979,,http://oasis.caiso.com/oasisapi/SingleZip?resultformat=6&queryname=PRC_RTPD_LMP&version=3&startdatetime=20220901T07:00-0000&enddatetime=20220905T07:00-0000&market_run_id=RTPD&node=SHADOWR_1_N001
SANMRCOS_6_N007,AS_SP15,LOAD,SMRCOS_6_LD30,22724_SANMRCOS_69.0_LD30,22M7_DB114,2022-07-28 0:00:00,4615,33.12896437,-117.1973031,,http://oasis.caiso.com/oasisapi/SingleZip?resultformat=6&queryname=PRC_RTPD_LMP&version=3&startdatetime=20220901T07:00-0000&enddatetime=20220905T07:00-0000&market_run_id=RTPD&node=SANMRCOS_6_N007
SANMRCOS_6_N011,AS_SP26,LOAD,SMRCOS_6_LD31,22724_SANMRCOS_69.0_LD31,22M7_DB114,2022-07-28 0:00:00,4616,33.12884126,-117.1969489,,http://oasis.caiso.com/oasisapi/SingleZip?resultformat=6&queryname=PRC_RTPD_LMP&version=3&startdatetime=20220901T07:00-0000&enddatetime=20220905T07:00-0000&market_run_id=RTPD&node=SANMRCOS_6_N011
SANMRCOS_6_N001,AS_SP26,LOAD,SMRCOS_6_LD32,22724_SANMRCOS_69.0_LD32,22M7_DB114,2022-07-28 0:00:00,4617,33.12867277,-117.19707,,http://oasis.caiso.com/oasisapi/SingleZip?resultformat=6&queryname=PRC_RTPD_LMP&version=3&startdatetime=20220901T07:00-0000&enddatetime=20220905T07:00-0000&market_run_id=RTPD&node=SANMRCOS_6_N001
SANMRCOS_6_N012,AS_SP15,GEN,SMRCOS_6_UNIT 1,22724_SANMRCOS_69.0_GUM1,22M7_DB114,2022-07-28 0:00:00,4620,33.12853545,-117.197287,,http://oasis.caiso.com/oasisapi/SingleZip?resultformat=6&queryname=PRC_RTPD_LMP&version=3&startdatetime=20220901T07:00-0000&enddatetime=20220905T07:00-0000&market_run_id=RTPD&node=SANMRCOS_6_N012
SNTAMRA_1_N005,AS_NP26,LOAD,SANMAR_1_LD2,36266_SNTA MRA_115_LD2,22M7_DB114,2022-07-28 0:00:00,3923,33.12871491,-117.1976226,,http://oasis.caiso.com/oasisapi/SingleZip?resultformat=6&queryname=PRC_RTPD_LMP&version=3&startdatetime=20220901T07:00-0000&enddatetime=20220905T07:00-0000&market_run_id=RTPD&node=SNTAMRA_1_N005
SNTAMRA_1_N001,AS_NP26,LOAD,SANMAR_1_LD3,36266_SNTA MRA_115_LD3,22M7_DB114,2022-07-28 0:00:00,3924,33.12847685,-117.1972897,,http://oasis.caiso.com/oasisapi/SingleZip?resultformat=6&queryname=PRC_RTPD_LMP&version=3&startdatetime=20220901T07:00-0000&enddatetime=20220905T07:00-0000&market_run_id=RTPD&node=SNTAMRA_1_N001
NCMETER_1_N001,AS_SP15,LOAD,NCMTG_1_LD40,22568_NCMETER _138_LD40,22M7_DB114,2022-07-28 0:00:00,2590,33.0896009,-117.2031965,,http://oasis.caiso.com/oasisapi/SingleZip?resultformat=6&queryname=PRC_RTPD_LMP&version=3&startdatetime=20220901T07:00-0000&enddatetime=20220905T07:00-0000&market_run_id=RTPD&node=NCMETER_1_N001
OMWD_6_N001,AS_SP26,LOAD,OLIVHN_6_LD1,22602_OMWD _69.0_LD1,22M7_DB114,2022-07-28 0:00:00,2744,33.06844795,-117.1415186,,http://oasis.caiso.com/oasisapi/SingleZip?resultformat=6&queryname=PRC_RTPD_LMP&version=3&startdatetime=20220901T07:00-0000&enddatetime=20220905T07:00-0000&market_run_id=RTPD&node=OMWD_6_N001
ESCNDIDO_6_N046,AS_SP15,LOAD,ESCNDO_6_LD30,22256_ESCNDIDO_69.0_LD30,22M7_DB114,2022-07-28 0:00:00,1288,33.12572564,-117.116791,,http://oasis.caiso.com/oasisapi/SingleZip?resultformat=6&queryname=PRC_RTPD_LMP&version=3&startdatetime=20220901T07:00-0000&enddatetime=20220905T07:00-0000&market_run_id=RTPD&node=ESCNDIDO_6_N046
ESCNDIDO_6_N001,AS_SP15,LOAD,ESCNDO_6_LD31,22256_ESCNDIDO_69.0_LD31,22M7_DB114,2022-07-28 0:00:00,1289,33.12545971,-117.1166477,,http://oasis.caiso.com/oasisapi/SingleZip?resultformat=6&queryname=PRC_RTPD_LMP&version=3&startdatetime=20220901T07:00-0000&enddatetime=20220905T07:00-0000&market_run_id=RTPD&node=ESCNDIDO_6_N001
ESCNDIDO_6_N053,AS_SP15,LOAD,ESCNDO_6_LD32,22256_ESCNDIDO_69.0_LD32,22M7_DB114,2022-07-28 0:00:00,1290,33.12577608,-117.1171374,,http://oasis.caiso.com/oasisapi/SingleZip?resultformat=6&queryname=PRC_RTPD_LMP&version=3&startdatetime=20220901T07:00-0000&enddatetime=20220905T07:00-0000&market_run_id=RTPD&node=ESCNDIDO_6_N053
CPESCNDO_7_A1,AS_SP26,GEN,ESCNDO_6_PL1X2,22257_RAMCO_ES_13.8_GUA1,22M7_DB114,2022-07-28 0:00:00,1293,33.12579572,-117.1160761,,http://oasis.caiso.com/oasisapi/SingleZip?resultformat=6&queryname=PRC_RTPD_LMP&version=3&startdatetime=20220901T07:00-0000&enddatetime=20220905T07:00-0000&market_run_id=RTPD&node=CPESCNDO_7_A1
CPESCNDO_7_B1,AS_SP26,GEN,ESCNDO_6_UNITB1,22153_CPESCNDO_13.8_GU1,22M7_DB114,2022-07-28 0:00:00,1294,33.12587799,-117.1166727,,http://oasis.caiso.com/oasisapi/SingleZip?resultformat=6&queryname=PRC_RTPD_LMP&version=3&startdatetime=20220901T07:00-0000&enddatetime=20220905T07:00-0000&market_run_id=RTPD&node=CPESCNDO_7_B1
ESCO_6_N004,AS_SP15,LOAD,ESCO_6_LD31,22272_ESCO _69.0_LD31,22M7_DB114,2022-07-28 0:00:00,1297,33.11562179,-117.0894716,,http://oasis.caiso.com/oasisapi/SingleZip?resultformat=6&queryname=PRC_RTPD_LMP&version=3&startdatetime=20220901T07:00-0000&enddatetime=20220905T07:00-0000&market_run_id=RTPD&node=ESCO_6_N004
ESCO_6_N001,AS_SP26,LOAD,ESCO_6_LD32,22272_ESCO _69.0_LD32,22M7_DB114,2022-07-28 0:00:00,1298,33.11577403,-117.0890645,,http://oasis.caiso.com/oasisapi/SingleZip?resultformat=6&queryname=PRC_RTPD_LMP&version=3&startdatetime=20220901T07:00-0000&enddatetime=20220905T07:00-0000&market_run_id=RTPD&node=ESCO_6_N001
GOALLINE_6_N001,AS_SP15,GEN,ESCO_6_GLMQF,22332_GOALLINE_69.0_GU1,22M7_DB114,2022-07-28 0:00:00,1296,33.11703204,-117.0888245,,http://oasis.caiso.com/oasisapi/SingleZip?resultformat=6&queryname=PRC_RTPD_LMP&version=3&startdatetime=20220901T07:00-0000&enddatetime=20220905T07:00-0000&market_run_id=RTPD&node=GOALLINE_6_N001
FELICITA_6_N009,AS_SP15,LOAD,FELCTA_6_LD30,22288_FELICITA_69.0_LD30,22M7_DB114,2022-07-28 0:00:00,1356,33.0933505,-117.073652,,http://oasis.caiso.com/oasisapi/SingleZip?resultformat=6&queryname=PRC_RTPD_LMP&version=3&startdatetime=20220901T07:00-0000&enddatetime=20220905T07:00-0000&market_run_id=RTPD&node=FELICITA_6_N009
FELICITA_6_N005,AS_SP26,LOAD,FELCTA_6_LD31,22288_FELICITA_69.0_LD31,22M7_DB114,2022-07-28 0:00:00,1357,33.09305163,-117.0738402,,http://oasis.caiso.com/oasisapi/SingleZip?resultformat=6&queryname=PRC_RTPD_LMP&version=3&startdatetime=20220901T07:00-0000&enddatetime=20220905T07:00-0000&market_run_id=RTPD&node=FELICITA_6_N005
FELICITA_6_N001,AS_SP15,LOAD,FELCTA_6_LD32,22288_FELICITA_69.0_LD32,22M7_DB114,2022-07-28 0:00:00,1358,33.09302678,-117.0734188,,http://oasis.caiso.com/oasisapi/SingleZip?resultformat=6&queryname=PRC_RTPD_LMP&version=3&startdatetime=20220901T07:00-0000&enddatetime=20220905T07:00-0000&market_run_id=RTPD&node=FELICITA_6_N001
ASH_6_N005,AS_SP26,LOAD,ASH_6_LD30,22008_ASH  _69.0_LD30,22M7_DB114,2022-07-28 0:00:00,145,33.13678728,-117.0705751,,http://oasis.caiso.com/oasisapi/SingleZip?resultformat=6&queryname=PRC_RTPD_LMP&version=3&startdatetime=20220901T07:00-0000&enddatetime=20220905T07:00-0000&market_run_id=RTPD&node=ASH_6_N005
ASH_6_N101,AS_SP15,LOAD,ASH_6_LD31,22008_ASH  _69.0_LD31,22M7_DB114,2022-07-28 0:00:00,146,33.13662312,-117.0704085,,http://oasis.caiso.com/oasisapi/SingleZip?resultformat=6&queryname=PRC_RTPD_LMP&version=3&startdatetime=20220901T07:00-0000&enddatetime=20220905T07:00-0000&market_run_id=RTPD&node=ASH_6_N101
ASH_6_N001,AS_SP15,LOAD,ASH_6_LD32,22008_ASH  _69.0_LD32,22M7_DB114,2022-07-28 0:00:00,147,33.13665216,-117.0700699,,http://oasis.caiso.com/oasisapi/SingleZip?resultformat=6&queryname=PRC_RTPD_LMP&version=3&startdatetime=20220901T07:00-0000&enddatetime=20220905T07:00-0000&market_run_id=RTPD&node=ASH_6_N001
RAMNGEN_7_N003,AS_SP26,GEN,CRELMN_6_RAMON2,22154_RAMN GEN_12.0_GU2,22M7_DB114,2022-07-28 0:00:00,837,33.01480304,-116.8752718,,http://oasis.caiso.com/oasisapi/SingleZip?resultformat=6&queryname=PRC_RTPD_LMP&version=3&startdatetime=20220901T07:00-0000&enddatetime=20220905T07:00-0000&market_run_id=RTPD&node=RAMNGEN_7_N003
CREELMAN_6_N014,AS_SP15,LOAD,CRELMN_6_LD30,99163_RAMONAGN_12.0_LD30,22M7_DB114,2022-07-28 0:00:00,833,33.01822478,-116.8530237,,http://oasis.caiso.com/oasisapi/SingleZip?resultformat=6&queryname=PRC_RTPD_LMP&version=3&startdatetime=20220901T07:00-0000&enddatetime=20220905T07:00-0000&market_run_id=RTPD&node=CREELMAN_6_N014
CREELMAN_6_N001,AS_SP15,LOAD,CRELMN_6_LD31,22152_CREELMAN_69.0_LD31,22M7_DB114,2022-07-28 0:00:00,834,33.01799513,-116.8532499,,http://oasis.caiso.com/oasisapi/SingleZip?resultformat=6&queryname=PRC_RTPD_LMP&version=3&startdatetime=20220901T07:00-0000&enddatetime=20220905T07:00-0000&market_run_id=RTPD&node=CREELMAN_6_N001
CREELMAN_6_N004,AS_SP15,LOAD,CRELMN_6_LD32,22154_RAMN GEN_12.0_LD32,22M7_DB114,2022-07-28 0:00:00,835,33.01797763,-116.8528224,,http://oasis.caiso.com/oasisapi/SingleZip?resultformat=6&queryname=PRC_RTPD_LMP&version=3&startdatetime=20220901T07:00-0000&enddatetime=20220905T07:00-0000&market_run_id=RTPD&node=CREELMAN_6_N004
VLYCGEN_7_N002,AS_SP26,GEN,VLCNTR_6_VCSLR1,22871_VLYC GEN_12.0_GU1,22M7_DB114,2022-07-28 0:00:00,5170,33.2326448,-117.0028289,,http://oasis.caiso.com/oasisapi/SingleZip?resultformat=6&queryname=PRC_RTPD_LMP&version=3&startdatetime=20220901T07:00-0000&enddatetime=20220905T07:00-0000&market_run_id=RTPD&node=VLYCGEN_7_N002
VLYCGEN_7_N003,AS_SP15,GEN,VLCNTR_6_VCSLR2,22871_VLYC GEN_12.0_GU2,22M7_DB114,2022-07-28 0:00:00,5171,33.2325483,-117.0014186,,http://oasis.caiso.com/oasisapi/SingleZip?resultformat=6&queryname=PRC_RTPD_LMP&version=3&startdatetime=20220901T07:00-0000&enddatetime=20220905T07:00-0000&market_run_id=RTPD&node=VLYCGEN_7_N003
VALCNTR_6_N001,AS_SP15,LOAD,VLCNTR_6_LD1,22871_VLYC GEN_12.0_LD31,22M7_DB114,2022-07-28 0:00:00,5166,33.23068428,-117.0184155,,http://oasis.caiso.com/oasisapi/SingleZip?resultformat=6&queryname=PRC_RTPD_LMP&version=3&startdatetime=20220901T07:00-0000&enddatetime=20220905T07:00-0000&market_run_id=RTPD&node=VALCNTR_6_N001
RINCON_6_N008,AS_SP26,LOAD,RINCN_6_LD30,22688_RINCON _69.0_LD30,22M7_DB114,2022-07-28 0:00:00,3785,33.28602324,-116.9587942,,http://oasis.caiso.com/oasisapi/SingleZip?resultformat=6&queryname=PRC_RTPD_LMP&version=3&startdatetime=20220901T07:00-0000&enddatetime=20220905T07:00-0000&market_run_id=RTPD&node=RINCON_6_N008
RINCON_6_N001,AS_SP26,LOAD,RINCN_6_LD31,22688_RINCON _69.0_LD31,22M7_DB114,2022-07-28 0:00:00,3786,33.28600294,-116.9585035,,http://oasis.caiso.com/oasisapi/SingleZip?resultformat=6&queryname=PRC_RTPD_LMP&version=3&startdatetime=20220901T07:00-0000&enddatetime=20220905T07:00-0000&market_run_id=RTPD&node=RINCON_6_N001
RINCON_1_N003,AS_NP26,LOAD,RINCON_1_LD1,31250_RINCON _115_LD1,22M7_DB114,2022-07-28 0:00:00,3787,33.28576216,-116.958746,,http://oasis.caiso.com/oasisapi/SingleZip?resultformat=6&queryname=PRC_RTPD_LMP&version=3&startdatetime=20220901T07:00-0000&enddatetime=20220905T07:00-0000&market_run_id=RTPD&node=RINCON_1_N003
RINCON_1_N001,AS_NP15,LOAD,RINCON_1_LD2,31250_RINCON _115_LD2,22M7_DB114,2022-07-28 0:00:00,3788,33.28577862,-116.9584794,,http://oasis.caiso.com/oasisapi/SingleZip?resultformat=6&queryname=PRC_RTPD_LMP&version=3&startdatetime=20220901T07:00-0000&enddatetime=20220905T07:00-0000&market_run_id=RTPD&node=RINCON_1_N001
STUART_6_N001,AS_SP15,LOAD,STUART_6_LD30,22804_STUART _69.0_LD1,22M7_DB114,2022-07-28 0:00:00,4788,33.25671933,-117.4165729,,http://oasis.caiso.com/oasisapi/SingleZip?resultformat=6&queryname=PRC_RTPD_LMP&version=3&startdatetime=20220901T07:00-0000&enddatetime=20220905T07:00-0000&market_run_id=RTPD&node=STUART_6_N001
LASPLGS_6_N001,AS_NP15,LOAD,LASPLG_6_LD1,33376_LAS PLGS_60.0_LD1,22M7_DB114,2022-07-28 0:00:00,2054,33.31286664,-117.4671652,,http://oasis.caiso.com/oasisapi/SingleZip?resultformat=6&queryname=PRC_RTPD_LMP&version=3&startdatetime=20220901T07:00-0000&enddatetime=20220905T07:00-0000&market_run_id=RTPD&node=LASPLGS_6_N001
LASPULGS_6_N001,AS_SP26,LOAD,LPULGS_6_LD30,22400_LASPULGS_69.0_LD1,22M7_DB114,2022-07-28 0:00:00,2211,33.31283306,-117.4667796,,http://oasis.caiso.com/oasisapi/SingleZip?resultformat=6&queryname=PRC_RTPD_LMP&version=3&startdatetime=20220901T07:00-0000&enddatetime=20220905T07:00-0000&market_run_id=RTPD&node=LASPULGS_6_N001
JAPMESA_6_N007,AS_SP26,LOAD,JAPNSE_6_LD30,22368_JAP MESA_69.0_LD30,22M7_DB114,2022-07-28 0:00:00,1848,33.37432653,-117.5548847,,http://oasis.caiso.com/oasisapi/SingleZip?resultformat=6&queryname=PRC_RTPD_LMP&version=3&startdatetime=20220901T07:00-0000&enddatetime=20220905T07:00-0000&market_run_id=RTPD&node=JAPMESA_6_N007
JAPMESA_6_N001,AS_SP15,LOAD,JAPNSE_6_LD31,22368_JAP MESA_69.0_LD31,22M7_DB114,2022-07-28 0:00:00,1849,33.37436248,-117.5546716,,http://oasis.caiso.com/oasisapi/SingleZip?resultformat=6&queryname=PRC_RTPD_LMP&version=3&startdatetime=20220901T07:00-0000&enddatetime=20220905T07:00-0000&market_run_id=RTPD&node=JAPMESA_6_N001
SONOFR3_7_B1,AS_SP15,GEN,SONGS_7_UNIT 3,24130_S.ONOFR3_22.0_GU3,22M7_DB114,2022-07-28 0:00:00,4671,33.36924838,-117.5533188,,http://oasis.caiso.com/oasisapi/SingleZip?resultformat=6&queryname=PRC_RTPD_LMP&version=3&startdatetime=20220901T07:00-0000&enddatetime=20220905T07:00-0000&market_run_id=RTPD&node=SONOFR3_7_B1
SONOFR2_7_B1,AS_SP26,GEN,SONGS_7_UNIT 2,24129_S.ONOFR2_22.0_GU2,22M7_DB114,2022-07-28 0:00:00,4670,33.36961903,-117.554133,,http://oasis.caiso.com/oasisapi/SingleZip?resultformat=6&queryname=PRC_RTPD_LMP&version=3&startdatetime=20220901T07:00-0000&enddatetime=20220905T07:00-0000&market_run_id=RTPD&node=SONOFR2_7_B1
SONOFRE_2_N067,AS_SP26,LOAD,SONGS_2_LD-3XR,24131_S.ONOFRE_230_LDA3,22M7_DB114,2022-07-28 0:00:00,4668,33.3697053,-117.5545154,,http://oasis.caiso.com/oasisapi/SingleZip?resultformat=6&queryname=PRC_RTPD_LMP&version=3&startdatetime=20220901T07:00-0000&enddatetime=20220905T07:00-0000&market_run_id=RTPD&node=SONOFRE_2_N067
BARRETT_6_N001,AS_SP15,LOAD,BARRET_6_LD31,22040_BARRETT _69.0_LD1,22M7_DB114,2022-07-28 0:00:00,211,32.66715153,-116.7002197,,http://oasis.caiso.com/oasisapi/SingleZip?resultformat=6&queryname=PRC_RTPD_LMP&version=3&startdatetime=20220901T07:00-0000&enddatetime=20220905T07:00-0000&market_run_id=RTPD&node=BARRETT_6_N001
CAMERON_6_N001,AS_SP26,LOAD,CAMERN_6_LD30,22104_CAMERON _69.0_LD1,22M7_DB114,2022-07-28 0:00:00,503,32.653268,-116.4881736,,http://oasis.caiso.com/oasisapi/SingleZip?resultformat=6&queryname=PRC_RTPD_LMP&version=3&startdatetime=20220901T07:00-0000&enddatetime=20220905T07:00-0000&market_run_id=RTPD&node=CAMERON_6_N001
KUMEYAAY_7_N001,AS_SP15,GEN,CRSTWD_6_KUMYAY,22904_KUMEYAAY_34.5_GUKY,22M7_DB114,2022-07-28 0:00:00,863,32.69901509,-116.3539488,,http://oasis.caiso.com/oasisapi/SingleZip?resultformat=6&queryname=PRC_RTPD_LMP&version=3&startdatetime=20220901T07:00-0000&enddatetime=20220905T07:00-0000&market_run_id=RTPD&node=KUMEYAAY_7_N001
CRESTWD_6_N001,AS_SP15,LOAD,CRSTWD_6_LD30,22902_CRESTWD _69.0_LD1,22M7_DB114,2022-07-28 0:00:00,864,32.69901746,-116.3535954,,http://oasis.caiso.com/oasisapi/SingleZip?resultformat=6&queryname=PRC_RTPD_LMP&version=3&startdatetime=20220901T07:00-0000&enddatetime=20220905T07:00-0000&market_run_id=RTPD&node=CRESTWD_6_N001
GLENCLIF_6_N001,AS_SP15,LOAD,GCLIFF_6_LD30,22324_GLENCLIF_69.0_LD1,22M7_DB114,2022-07-28 0:00:00,1474,32.79837115,-116.49827,,http://oasis.caiso.com/oasisapi/SingleZip?resultformat=6&queryname=PRC_RTPD_LMP&version=3&startdatetime=20220901T07:00-0000&enddatetime=20220905T07:00-0000&market_run_id=RTPD&node=GLENCLIF_6_N001
DESCANSO_6_N001,AS_SP15,LOAD,DESCAN_6_LD30,22168_DESCANSO_69.0_LD1,22M7_DB114,2022-07-28 0:00:00,974,32.86526401,-116.6336925,,http://oasis.caiso.com/oasisapi/SingleZip?resultformat=6&queryname=PRC_RTPD_LMP&version=3&startdatetime=20220901T07:00-0000&enddatetime=20220905T07:00-0000&market_run_id=RTPD&node=DESCANSO_6_N001
SANTYSBL_6_N001,AS_SP15,LOAD,SNTABL_6_LD30,22736_SANTYSBL_69.0_LD1,22M7_DB114,2022-07-28 0:00:00,4655,33.11072149,-116.6711126,,http://oasis.caiso.com/oasisapi/SingleZip?resultformat=6&queryname=PRC_RTPD_LMP&version=3&startdatetime=20220901T07:00-0000&enddatetime=20220905T07:00-0000&market_run_id=RTPD&node=SANTYSBL_6_N001
WARNERS_6_N001,AS_SP26,LOAD,WRNERS_6_LD1,22884_WARNERS _69.0_LD1,22M7_DB114,2022-07-28 0:00:00,5340,33.24736265,-116.6757664,,http://oasis.caiso.com/oasisapi/SingleZip?resultformat=6&queryname=PRC_RTPD_LMP&version=3&startdatetime=20220901T07:00-0000&enddatetime=20220905T07:00-0000&market_run_id=RTPD&node=WARNERS_6_N001
BORREGO_6_N009,AS_SP26,GEN,BREGGO_6_SOLAR,22084_BORREGO _69.0_GU1,22M7_DB114,2022-07-28 0:00:00,397,33.29123895,-116.3530361,,http://oasis.caiso.com/oasisapi/SingleZip?resultformat=6&queryname=PRC_RTPD_LMP&version=3&startdatetime=20220901T07:00-0000&enddatetime=20220905T07:00-0000&market_run_id=RTPD&node=BORREGO_6_N009
